title,company,location,country,seniority_level,employment_type,job_function,industries,مستوى الأقدمية,نوع التوظيف,المهام الوظيفية,المجالات,average_salary,work_model,mentions_sql,mentions_python,mentions_r,mentions_excel,mentions_tableau,mentions_power bi,mentions_aws,mentions_azure,mentions_gcp,mentions_spark,mentions_sas
Business Data Analyst,Capgemini,"Greater Toronto Area, Canada",Canada,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,True,False,False,False,False,False,False,False,True,False
Data Analyst,Synechron,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services",,,,,,Hybrid,True,False,False,True,True,False,False,False,False,False,False
Data Analyst,Synechron,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Financial Services,,,,,,Hybrid,True,False,False,True,True,False,False,False,False,False,False
Data Analyst,Agilus Work Solutions,"Toronto, Ontario, Canada",Canada,Associate,Contract,Information Technology,Staffing and Recruiting,,,,,,Hybrid,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,goeasy Ltd.,"Mississauga, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Retail,,,,,,Hybrid,True,True,False,False,False,False,False,True,False,False,False
Data Analyst,Linkus Group,"Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Staffing and Recruiting,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst (12 Month Contract),Stafflink Solutions IT Staffing Company,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Contract,"Information Technology, Finance, and Sales",Retail,,,,,,Hybrid,True,True,False,False,True,False,False,False,False,False,False
Commercial Data Analyst,Organigram Inc,"Toronto, Ontario, Canada",Canada,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Senior Data Analyst,Onlia,"Toronto, Ontario, Canada",Canada,Associate,Full-time,Information Technology,Insurance,,,,,,Hybrid,True,True,False,False,True,True,False,True,False,False,False
Data Analyst (Hybrid),Xylem,"Mississauga, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,"Appliances, Electrical, and Electronics Manufacturing, Industrial Machinery Manufacturing, and Utilities",,,,,,Hybrid,True,True,False,False,False,False,False,False,False,False,False
Data Analyst (Python/SQL),GEOTAB,"Oakville, Ontario, Canada",Canada,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,True,False,False,False,False,False,False,False,False,False
Data Analyst - Reporting,theScore,"Toronto, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Spectator Sports,,,,,,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst (Contract),VTRAC Consulting Corporation (Certified Diversity Co.),"Toronto, Ontario, Canada",Canada,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Administrator/Data Analyst,Hays,"Calgary, Alberta, Canada",Canada,Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
"Data Analyst, Flight Pricing Optimization",Priceline,"Toronto, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Technology, Information and Internet, and Hospitality",,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
"Sector Data Analyst, Data Driven Investing",CPP Investments | Investissements RPC,"Toronto, Ontario, Canada",Canada,Entry level,Full-time,Finance,"Financial Services, Investment Banking, and Investment Management",,,,,,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst,Circle K,"Toronto, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Retail Gasoline,,,,,,Hybrid,True,False,False,True,False,True,False,False,False,False,False
Data Analyst,Vector Institute,"Toronto, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,Research Services,,,,,,Hybrid,True,True,False,True,True,True,False,False,False,False,False
Data Analyst,GSL Group,"Vancouver, British Columbia, Canada",Canada,Entry level,Full-time,Information Technology,Business Consulting and Services,,,,,,Hybrid,True,False,True,True,False,False,False,False,False,False,True
Data Analyst,Onlia,"Toronto, Ontario, Canada",Canada,Associate,Full-time,Information Technology,Insurance,,,,,,Hybrid,True,False,False,False,True,True,False,True,False,False,False
Data Analyst,Electronic Arts (EA),"Toronto, Ontario, Canada",Canada,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Frostbite,"Vancouver, British Columbia, Canada",Canada,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",,,,,,Hybrid,False,True,True,False,False,False,False,False,False,False,False
Data Analyst,Mphasis,"Edmonton, Alberta, Canada",Canada,Associate,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst (C117),"Mitsubishi Motor Sales of Canada, Inc.","Mississauga, Ontario, Canada",Canada,Associate,Full-time,Marketing and Strategy/Planning,Motor Vehicle Manufacturing,,,,,,Hybrid,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,Synechron,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Financial Services,,,,,,Hybrid,True,False,False,True,True,False,False,False,False,False,False
Business Data Analyst,Capgemini,"Greater Toronto Area, Canada",Canada,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,True,False,False,False,False,False,False,False,True,False
Data Analyst,Agilus Work Solutions,"Toronto, Ontario, Canada",Canada,Associate,Contract,Information Technology,Staffing and Recruiting,,,,,,Hybrid,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,Synechron,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services",,,,,,Hybrid,True,False,False,True,True,False,False,False,False,False,False
Data Analyst,Synechron,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Financial Services,,,,,,Hybrid,True,False,False,True,True,False,False,False,False,False,False
Data Analyst,Linkus Group,"Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Staffing and Recruiting,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,goeasy Ltd.,"Mississauga, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Retail,,,,,,Hybrid,True,True,False,False,False,False,False,True,False,False,False
Data Analyst (12 Month Contract),Stafflink Solutions IT Staffing Company,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Contract,"Information Technology, Finance, and Sales",Retail,,,,,,Hybrid,True,True,False,False,True,False,False,False,False,False,False
Commercial Data Analyst,Organigram Inc,"Toronto, Ontario, Canada",Canada,Not Specified,Full-time,Not Specified,Not Specified,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Senior Data Analyst,Onlia,"Toronto, Ontario, Canada",Canada,Associate,Full-time,Information Technology,Insurance,,,,,,Hybrid,True,True,False,False,True,True,False,True,False,False,False
Data Analyst (Hybrid),Xylem,"Mississauga, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,"Appliances, Electrical, and Electronics Manufacturing, Industrial Machinery Manufacturing, and Utilities",,,,,,Hybrid,True,True,False,False,False,False,False,False,False,False,False
Data Analyst (Python/SQL),GEOTAB,"Oakville, Ontario, Canada",Canada,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,True,False,False,False,False,False,False,False,False,False
Data Analyst - Reporting,theScore,"Toronto, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Spectator Sports,,,,,,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst (Contract),VTRAC Consulting Corporation (Certified Diversity Co.),"Toronto, Ontario, Canada",Canada,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Administrator/Data Analyst,Hays,"Calgary, Alberta, Canada",Canada,Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
"Data Analyst, Flight Pricing Optimization",Priceline,"Toronto, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Technology, Information and Internet, and Hospitality",,,,,,Hybrid,True,False,False,False,True,False,False,False,False,False,False
Sr. Data Analyst,Randstad Canada,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,,,,,,Hybrid,False,False,False,False,True,False,False,False,False,False,False
"Sector Data Analyst, Data Driven Investing",CPP Investments | Investissements RPC,"Toronto, Ontario, Canada",Canada,Entry level,Full-time,Finance,"Financial Services, Investment Banking, and Investment Management",,,,,,Hybrid,True,True,True,False,False,False,False,False,False,False,False
Data Analyst,Circle K,"Toronto, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Retail Gasoline,,,,,,Hybrid,True,False,False,True,False,True,False,False,False,False,False
Data Analyst,Vector Institute,"Toronto, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,Research Services,,,,,,Hybrid,True,True,False,True,True,True,False,False,False,False,False
Data Analyst,Onlia,"Toronto, Ontario, Canada",Canada,Associate,Full-time,Information Technology,Insurance,,,,,,Hybrid,True,False,False,False,True,True,False,True,False,False,False
Data Analyst,Electronic Arts (EA),"Toronto, Ontario, Canada",Canada,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",,,,,,Hybrid,True,False,False,False,False,False,False,False,False,False,False
Data Analyst,Frostbite,"Vancouver, British Columbia, Canada",Canada,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",,,,,,Hybrid,False,True,True,False,False,False,False,False,False,False,False
Data Analyst,Mphasis,"Edmonton, Alberta, Canada",Canada,Associate,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Data Analyst (C117),"Mitsubishi Motor Sales of Canada, Inc.","Mississauga, Ontario, Canada",Canada,Associate,Full-time,Marketing and Strategy/Planning,Motor Vehicle Manufacturing,,,,,,Hybrid,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,Synechron,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Financial Services,,,,,,Hybrid,True,False,False,True,True,False,False,False,False,False,False
Business Data Analyst,Capgemini,"Greater Toronto Area, Canada",Canada,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,,,,,,Hybrid,True,True,False,False,False,False,False,False,False,True,False
Data Analyst,Agilus Work Solutions,"Toronto, Ontario, Canada",Canada,Associate,Contract,Information Technology,Staffing and Recruiting,,,,,,Hybrid,False,False,False,False,True,False,False,False,False,False,False
Data Analyst,Synechron,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services",,,,,,Hybrid,True,False,False,True,True,False,False,False,False,False,False
Data Analyst,Synechron,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Financial Services,,,,,,Hybrid,True,False,False,True,True,False,False,False,False,False,False
Data Analyst,Linkus Group,"Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Staffing and Recruiting,,,,,,Hybrid,False,False,False,True,False,False,False,False,False,False,False
Data Analyst,goeasy Ltd.,"Mississauga, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,Retail,,,,,,Hybrid,True,True,False,False,False,False,False,True,False,False,False
Data Analyst (12 Month Contract),Stafflink Solutions IT Staffing Company,"Mississauga, Ontario, Canada",Canada,Mid-Senior level,Contract,"Information Technology, Finance, and Sales",Retail,,,,,,Hybrid,True,True,False,False,True,False,False,False,False,False,False
Commercial Data Analyst,Organigram Inc,"Toronto, Ontario, Canada",Canada,Not Specified,Not Specified,Not Specified,Not Specified,,,,,,Hybrid,False,False,False,False,False,False,False,False,False,False,False
Senior Data Analyst,Onlia,"Toronto, Ontario, Canada",Canada,Associate,Full-time,Information Technology,Insurance,,,,,,Hybrid,True,True,False,False,True,True,False,True,False,False,False
Data Analyst (Hybrid),Xylem,"Mississauga, Ontario, Canada",Canada,Entry level,Full-time,Information Technology,"Appliances, Electrical, and Electronics Manufacturing, Industrial Machinery Manufacturing, and Utilities",,,,,,Hybrid,True,True,False,False,False,False,False,False,False,False,False
